run_idx,video_id,label,input_start_frame,input_end_frame,target_frame,window_len,window_size,window_stride,frame_skip_step
68,MVN-J-Boning-79-001,0,7994,8112,8113,60,60,30,2
68,MVN-J-Boning-79-001,0,8114,8120,8121,4,60,30,2
69,MVN-J-Boning-79-001,3,8122,8150,8151,15,60,30,2
70,MVN-J-Boning-79-001,4,8152,8329,8330,60,60,30,3
70,MVN-J-Boning-79-001,4,8242,8419,8420,60,60,30,3
70,MVN-J-Boning-79-001,4,8332,8509,8510,60,60,30,3
70,MVN-J-Boning-79-001,4,8422,8599,8600,60,60,30,3
70,MVN-J-Boning-79-001,4,8512,8689,8690,60,60,30,3
70,MVN-J-Boning-79-001,4,8602,8779,8780,60,60,30,3
70,MVN-J-Boning-79-001,4,8692,8869,8870,60,60,30,3
70,MVN-J-Boning-79-001,4,8782,8959,8960,60,60,30,3
70,MVN-J-Boning-79-001,4,8872,9049,9050,60,60,30,3
70,MVN-J-Boning-79-001,4,8962,9139,9140,60,60,30,3
70,MVN-J-Boning-79-001,4,9052,9229,9230,60,60,30,3
70,MVN-J-Boning-79-001,4,9142,9319,9320,60,60,30,3
70,MVN-J-Boning-79-001,4,9232,9409,9410,60,60,30,3
70,MVN-J-Boning-79-001,4,9322,9499,9500,60,60,30,3
70,MVN-J-Boning-79-001,4,9412,9589,9590,60,60,30,3
70,MVN-J-Boning-79-001,4,9502,9679,9680,60,60,30,3
70,MVN-J-Boning-79-001,4,9592,9769,9770,60,60,30,3
70,MVN-J-Boning-79-001,4,9682,9859,9860,60,60,30,3
70,MVN-J-Boning-79-001,4,9772,9949,9950,60,60,30,3
70,MVN-J-Boning-79-001,4,9862,10039,10040,60,60,30,3
70,MVN-J-Boning-79-001,4,9952,10129,10130,60,60,30,3
70,MVN-J-Boning-79-001,4,10042,10219,10220,60,60,30,3
70,MVN-J-Boning-79-001,4,10132,10309,10310,60,60,30,3
70,MVN-J-Boning-79-001,4,10222,10399,10400,60,60,30,3
70,MVN-J-Boning-79-001,4,10312,10489,10490,60,60,30,3
70,MVN-J-Boning-79-001,4,10402,10579,10580,60,60,30,3
70,MVN-J-Boning-79-001,4,10492,10669,10670,60,60,30,3
70,MVN-J-Boning-79-001,4,10672,10672,10673,1,60,30,3
71,MVN-J-Boning-79-001,3,10673,10761,10762,45,60,30,2
72,MVN-J-Boning-79-001,4,10763,10862,10863,34,60,30,3
73,MVN-J-Boning-79-001,8,10865,10983,10984,60,60,20,2
73,MVN-J-Boning-79-001,8,10905,11023,11024,60,60,20,2
73,MVN-J-Boning-79-001,8,10945,11063,11064,60,60,20,2
73,MVN-J-Boning-79-001,8,10985,11103,11104,60,60,20,2
73,MVN-J-Boning-79-001,8,11105,11107,11108,2,60,20,2
74,MVN-J-Boning-79-001,0,11109,11227,11228,60,60,30,2
74,MVN-J-Boning-79-001,0,11169,11287,11288,60,60,30,2
74,MVN-J-Boning-79-001,0,11229,11347,11348,60,60,30,2
74,MVN-J-Boning-79-001,0,11289,11407,11408,60,60,30,2
74,MVN-J-Boning-79-001,0,11349,11467,11468,60,60,30,2
74,MVN-J-Boning-79-001,0,11409,11527,11528,60,60,30,2
74,MVN-J-Boning-79-001,0,11469,11587,11588,60,60,30,2
74,MVN-J-Boning-79-001,0,11589,11625,11626,19,60,30,2
75,MVN-J-Boning-79-001,2,11627,11745,11746,60,60,30,2
75,MVN-J-Boning-79-001,2,11687,11805,11806,60,60,30,2
75,MVN-J-Boning-79-001,2,11747,11865,11866,60,60,30,2
75,MVN-J-Boning-79-001,2,11807,11925,11926,60,60,30,2
75,MVN-J-Boning-79-001,2,11867,11985,11986,60,60,30,2
75,MVN-J-Boning-79-001,2,11927,12045,12046,60,60,30,2
75,MVN-J-Boning-79-001,2,11987,12105,12106,60,60,30,2
75,MVN-J-Boning-79-001,2,12047,12165,12166,60,60,30,2
75,MVN-J-Boning-79-001,2,12107,12225,12226,60,60,30,2
75,MVN-J-Boning-79-001,2,12167,12285,12286,60,60,30,2
75,MVN-J-Boning-79-001,2,12227,12345,12346,60,60,30,2
75,MVN-J-Boning-79-001,2,12287,12405,12406,60,60,30,2
75,MVN-J-Boning-79-001,2,12347,12465,12466,60,60,30,2
75,MVN-J-Boning-79-001,2,12467,12467,12468,1,60,30,2
76,MVN-J-Boning-79-001,3,12469,12573,12574,53,60,30,2
77,MVN-J-Boning-79-001,4,12575,12752,12753,60,60,30,3
77,MVN-J-Boning-79-001,4,12665,12842,12843,60,60,30,3
77,MVN-J-Boning-79-001,4,12755,12932,12933,60,60,30,3
77,MVN-J-Boning-79-001,4,12845,13022,13023,60,60,30,3
77,MVN-J-Boning-79-001,4,12935,13112,13113,60,60,30,3
77,MVN-J-Boning-79-001,4,13025,13202,13203,60,60,30,3
77,MVN-J-Boning-79-001,4,13115,13292,13293,60,60,30,3
77,MVN-J-Boning-79-001,4,13205,13382,13383,60,60,30,3
77,MVN-J-Boning-79-001,4,13295,13472,13473,60,60,30,3
77,MVN-J-Boning-79-001,4,13385,13562,13563,60,60,30,3
77,MVN-J-Boning-79-001,4,13475,13652,13653,60,60,30,3
77,MVN-J-Boning-79-001,4,13565,13742,13743,60,60,30,3
77,MVN-J-Boning-79-001,4,13655,13832,13833,60,60,30,3
77,MVN-J-Boning-79-001,4,13745,13922,13923,60,60,30,3
77,MVN-J-Boning-79-001,4,13835,14012,14013,60,60,30,3
77,MVN-J-Boning-79-001,4,13925,14102,14103,60,60,30,3
77,MVN-J-Boning-79-001,4,14015,14192,14193,60,60,30,3
77,MVN-J-Boning-79-001,4,14105,14282,14283,60,60,30,3
77,MVN-J-Boning-79-001,4,14195,14372,14373,60,60,30,3
77,MVN-J-Boning-79-001,4,14285,14462,14463,60,60,30,3
77,MVN-J-Boning-79-001,4,14375,14552,14553,60,60,30,3
77,MVN-J-Boning-79-001,4,14465,14642,14643,60,60,30,3
77,MVN-J-Boning-79-001,4,14555,14732,14733,60,60,30,3
77,MVN-J-Boning-79-001,4,14645,14822,14823,60,60,30,3
77,MVN-J-Boning-79-001,4,14735,14912,14913,60,60,30,3
77,MVN-J-Boning-79-001,4,14825,15002,15003,60,60,30,3
77,MVN-J-Boning-79-001,4,15005,15005,15006,1,60,30,3
78,MVN-J-Boning-79-001,8,15008,15126,15127,60,60,20,2
78,MVN-J-Boning-79-001,8,15048,15166,15167,60,60,20,2
78,MVN-J-Boning-79-001,8,15168,15180,15181,7,60,20,2
79,MVN-J-Boning-79-001,0,15182,15300,15301,60,60,30,2
79,MVN-J-Boning-79-001,0,15302,15358,15359,29,60,30,2
80,MVN-J-Boning-79-001,2,15359,15477,15478,60,60,30,2
80,MVN-J-Boning-79-001,2,15419,15537,15538,60,60,30,2
80,MVN-J-Boning-79-001,2,15479,15597,15598,60,60,30,2
80,MVN-J-Boning-79-001,2,15539,15657,15658,60,60,30,2
80,MVN-J-Boning-79-001,2,15599,15717,15718,60,60,30,2
80,MVN-J-Boning-79-001,2,15659,15777,15778,60,60,30,2
80,MVN-J-Boning-79-001,2,15719,15837,15838,60,60,30,2
80,MVN-J-Boning-79-001,2,15779,15897,15898,60,60,30,2
80,MVN-J-Boning-79-001,2,15839,15957,15958,60,60,30,2
80,MVN-J-Boning-79-001,2,15899,16017,16018,60,60,30,2
80,MVN-J-Boning-79-001,2,15959,16077,16078,60,60,30,2
80,MVN-J-Boning-79-001,2,16019,16137,16138,60,60,30,2
80,MVN-J-Boning-79-001,2,16079,16197,16198,60,60,30,2
80,MVN-J-Boning-79-001,2,16139,16257,16258,60,60,30,2
80,MVN-J-Boning-79-001,2,16199,16317,16318,60,60,30,2
80,MVN-J-Boning-79-001,2,16259,16377,16378,60,60,30,2
80,MVN-J-Boning-79-001,2,16319,16437,16438,60,60,30,2
80,MVN-J-Boning-79-001,2,16379,16497,16498,60,60,30,2
80,MVN-J-Boning-79-001,2,16499,16529,16530,16,60,30,2
81,MVN-J-Boning-79-001,0,16530,16648,16649,60,60,30,2
81,MVN-J-Boning-79-001,0,16590,16708,16709,60,60,30,2
81,MVN-J-Boning-79-001,0,16650,16768,16769,60,60,30,2
81,MVN-J-Boning-79-001,0,16710,16828,16829,60,60,30,2
81,MVN-J-Boning-79-001,0,16830,16868,16869,20,60,30,2
82,MVN-J-Boning-79-001,3,16869,16987,16988,60,60,30,2
82,MVN-J-Boning-79-001,3,16929,17047,17048,60,60,30,2
82,MVN-J-Boning-79-001,3,17049,17049,17050,1,60,30,2
83,MVN-J-Boning-79-001,4,17051,17228,17229,60,60,30,3
83,MVN-J-Boning-79-001,4,17141,17318,17319,60,60,30,3
83,MVN-J-Boning-79-001,4,17231,17408,17409,60,60,30,3
83,MVN-J-Boning-79-001,4,17321,17498,17499,60,60,30,3
83,MVN-J-Boning-79-001,4,17411,17588,17589,60,60,30,3
83,MVN-J-Boning-79-001,4,17501,17678,17679,60,60,30,3
83,MVN-J-Boning-79-001,4,17591,17768,17769,60,60,30,3
83,MVN-J-Boning-79-001,4,17681,17858,17859,60,60,30,3
83,MVN-J-Boning-79-001,4,17771,17948,17949,60,60,30,3
83,MVN-J-Boning-79-001,4,17861,18038,18039,60,60,30,3
83,MVN-J-Boning-79-001,4,17951,18128,18129,60,60,30,3
83,MVN-J-Boning-79-001,4,18041,18218,18219,60,60,30,3
83,MVN-J-Boning-79-001,4,18131,18308,18309,60,60,30,3
83,MVN-J-Boning-79-001,4,18221,18398,18399,60,60,30,3
83,MVN-J-Boning-79-001,4,18311,18488,18489,60,60,30,3
83,MVN-J-Boning-79-001,4,18401,18578,18579,60,60,30,3
83,MVN-J-Boning-79-001,4,18491,18668,18669,60,60,30,3
83,MVN-J-Boning-79-001,4,18581,18758,18759,60,60,30,3
83,MVN-J-Boning-79-001,4,18671,18848,18849,60,60,30,3
83,MVN-J-Boning-79-001,4,18761,18938,18939,60,60,30,3
83,MVN-J-Boning-79-001,4,18851,19028,19029,60,60,30,3
83,MVN-J-Boning-79-001,4,18941,19118,19119,60,60,30,3
83,MVN-J-Boning-79-001,4,19031,19208,19209,60,60,30,3
83,MVN-J-Boning-79-001,4,19121,19298,19299,60,60,30,3
83,MVN-J-Boning-79-001,4,19211,19388,19389,60,60,30,3
83,MVN-J-Boning-79-001,4,19301,19478,19479,60,60,30,3
83,MVN-J-Boning-79-001,4,19391,19568,19569,60,60,30,3
83,MVN-J-Boning-79-001,4,19481,19658,19659,60,60,30,3
83,MVN-J-Boning-79-001,4,19571,19748,19749,60,60,30,3
83,MVN-J-Boning-79-001,4,19661,19838,19839,60,60,30,3
83,MVN-J-Boning-79-001,4,19751,19928,19929,60,60,30,3
83,MVN-J-Boning-79-001,4,19841,20018,20019,60,60,30,3
83,MVN-J-Boning-79-001,4,19931,20108,20109,60,60,30,3
83,MVN-J-Boning-79-001,4,20021,20198,20199,60,60,30,3
83,MVN-J-Boning-79-001,4,20201,20213,20214,5,60,30,3
84,MVN-J-Boning-79-001,8,20214,20332,20333,60,60,20,2
84,MVN-J-Boning-79-001,8,20254,20372,20373,60,60,20,2
84,MVN-J-Boning-79-001,8,20294,20412,20413,60,60,20,2
84,MVN-J-Boning-79-001,8,20334,20452,20453,60,60,20,2
84,MVN-J-Boning-79-001,8,20454,20468,20469,8,60,20,2
85,MVN-J-Boning-79-001,0,20470,20588,20589,60,60,30,2
85,MVN-J-Boning-79-001,0,20530,20648,20649,60,60,30,2
85,MVN-J-Boning-79-001,0,20590,20708,20709,60,60,30,2
85,MVN-J-Boning-79-001,0,20650,20768,20769,60,60,30,2
85,MVN-J-Boning-79-001,0,20710,20828,20829,60,60,30,2
85,MVN-J-Boning-79-001,0,20770,20888,20889,60,60,30,2
85,MVN-J-Boning-79-001,0,20830,20948,20949,60,60,30,2
85,MVN-J-Boning-79-001,0,20950,20978,20979,15,60,30,2
86,MVN-J-Boning-79-001,2,20979,21097,21098,60,60,30,2
86,MVN-J-Boning-79-001,2,21039,21157,21158,60,60,30,2
86,MVN-J-Boning-79-001,2,21099,21217,21218,60,60,30,2
86,MVN-J-Boning-79-001,2,21159,21277,21278,60,60,30,2
86,MVN-J-Boning-79-001,2,21279,21289,21290,6,60,30,2
87,MVN-J-Boning-79-001,0,21290,21408,21409,60,60,30,2
87,MVN-J-Boning-79-001,0,21350,21468,21469,60,60,30,2
87,MVN-J-Boning-79-001,0,21410,21528,21529,60,60,30,2
87,MVN-J-Boning-79-001,0,21470,21588,21589,60,60,30,2
87,MVN-J-Boning-79-001,0,21530,21648,21649,60,60,30,2
87,MVN-J-Boning-79-001,0,21590,21708,21709,60,60,30,2
87,MVN-J-Boning-79-001,0,21650,21768,21769,60,60,30,2
87,MVN-J-Boning-79-001,0,21710,21828,21829,60,60,30,2
87,MVN-J-Boning-79-001,0,21770,21888,21889,60,60,30,2
87,MVN-J-Boning-79-001,0,21890,21906,21907,9,60,30,2
88,MVN-J-Boning-79-001,3,21907,21973,21974,34,60,30,2
89,MVN-J-Boning-79-001,4,21975,22152,22153,60,60,30,3
89,MVN-J-Boning-79-001,4,22065,22242,22243,60,60,30,3
89,MVN-J-Boning-79-001,4,22155,22332,22333,60,60,30,3
89,MVN-J-Boning-79-001,4,22245,22422,22423,60,60,30,3
89,MVN-J-Boning-79-001,4,22335,22512,22513,60,60,30,3
89,MVN-J-Boning-79-001,4,22425,22602,22603,60,60,30,3
89,MVN-J-Boning-79-001,4,22515,22692,22693,60,60,30,3
89,MVN-J-Boning-79-001,4,22605,22782,22783,60,60,30,3
89,MVN-J-Boning-79-001,4,22695,22872,22873,60,60,30,3
89,MVN-J-Boning-79-001,4,22785,22962,22963,60,60,30,3
89,MVN-J-Boning-79-001,4,22875,23052,23053,60,60,30,3
89,MVN-J-Boning-79-001,4,22965,23142,23143,60,60,30,3
89,MVN-J-Boning-79-001,4,23055,23232,23233,60,60,30,3
89,MVN-J-Boning-79-001,4,23235,23310,23311,26,60,30,3
90,MVN-J-Boning-79-001,8,23312,23406,23407,48,60,20,2
91,MVN-J-Boning-79-001,0,23408,23526,23527,60,60,30,2
91,MVN-J-Boning-79-001,0,23468,23586,23587,60,60,30,2
91,MVN-J-Boning-79-001,0,23528,23646,23647,60,60,30,2
91,MVN-J-Boning-79-001,0,23588,23706,23707,60,60,30,2
91,MVN-J-Boning-79-001,0,23708,23716,23717,5,60,30,2
92,MVN-J-Boning-79-001,2,23717,23835,23836,60,60,30,2
92,MVN-J-Boning-79-001,2,23777,23895,23896,60,60,30,2
92,MVN-J-Boning-79-001,2,23837,23955,23956,60,60,30,2
92,MVN-J-Boning-79-001,2,23897,24015,24016,60,60,30,2
92,MVN-J-Boning-79-001,2,23957,24075,24076,60,60,30,2
92,MVN-J-Boning-79-001,2,24077,24091,24092,8,60,30,2
93,MVN-J-Boning-79-001,0,24092,24204,24205,57,60,30,2
94,MVN-J-Boning-79-001,1,24205,24323,24324,60,60,30,2
94,MVN-J-Boning-79-001,1,24265,24383,24384,60,60,30,2
94,MVN-J-Boning-79-001,1,24325,24443,24444,60,60,30,2
94,MVN-J-Boning-79-001,1,24385,24503,24504,60,60,30,2
94,MVN-J-Boning-79-001,1,24445,24563,24564,60,60,30,2
94,MVN-J-Boning-79-001,1,24505,24623,24624,60,60,30,2
94,MVN-J-Boning-79-001,1,24625,24635,24636,6,60,30,2
95,MVN-J-Boning-79-001,0,24636,24754,24755,60,60,30,2
95,MVN-J-Boning-79-001,0,24696,24814,24815,60,60,30,2
95,MVN-J-Boning-79-001,0,24756,24874,24875,60,60,30,2
95,MVN-J-Boning-79-001,0,24816,24934,24935,60,60,30,2
95,MVN-J-Boning-79-001,0,24876,24994,24995,60,60,30,2
95,MVN-J-Boning-79-001,0,24936,25054,25055,60,60,30,2
95,MVN-J-Boning-79-001,0,24996,25114,25115,60,60,30,2
95,MVN-J-Boning-79-001,0,25056,25174,25175,60,60,30,2
95,MVN-J-Boning-79-001,0,25116,25234,25235,60,60,30,2
95,MVN-J-Boning-79-001,0,25176,25294,25295,60,60,30,2
95,MVN-J-Boning-79-001,0,25296,25322,25323,14,60,30,2
96,MVN-J-Boning-79-001,3,25324,25442,25443,60,60,30,2
96,MVN-J-Boning-79-001,3,25444,25494,25495,26,60,30,2
97,MVN-J-Boning-79-001,4,25495,25672,25673,60,60,30,3
97,MVN-J-Boning-79-001,4,25585,25762,25763,60,60,30,3
97,MVN-J-Boning-79-001,4,25675,25852,25853,60,60,30,3
97,MVN-J-Boning-79-001,4,25765,25942,25943,60,60,30,3
97,MVN-J-Boning-79-001,4,25855,26032,26033,60,60,30,3
97,MVN-J-Boning-79-001,4,25945,26122,26123,60,60,30,3
97,MVN-J-Boning-79-001,4,26035,26212,26213,60,60,30,3
97,MVN-J-Boning-79-001,4,26125,26302,26303,60,60,30,3
97,MVN-J-Boning-79-001,4,26215,26392,26393,60,60,30,3
97,MVN-J-Boning-79-001,4,26305,26482,26483,60,60,30,3
97,MVN-J-Boning-79-001,4,26395,26572,26573,60,60,30,3
97,MVN-J-Boning-79-001,4,26485,26662,26663,60,60,30,3
97,MVN-J-Boning-79-001,4,26575,26752,26753,60,60,30,3
97,MVN-J-Boning-79-001,4,26665,26842,26843,60,60,30,3
97,MVN-J-Boning-79-001,4,26755,26932,26933,60,60,30,3
97,MVN-J-Boning-79-001,4,26845,27022,27023,60,60,30,3
97,MVN-J-Boning-79-001,4,26935,27112,27113,60,60,30,3
97,MVN-J-Boning-79-001,4,27025,27202,27203,60,60,30,3
97,MVN-J-Boning-79-001,4,27115,27292,27293,60,60,30,3
97,MVN-J-Boning-79-001,4,27205,27382,27383,60,60,30,3
97,MVN-J-Boning-79-001,4,27295,27472,27473,60,60,30,3
97,MVN-J-Boning-79-001,4,27385,27562,27563,60,60,30,3
97,MVN-J-Boning-79-001,4,27475,27652,27653,60,60,30,3
97,MVN-J-Boning-79-001,4,27565,27742,27743,60,60,30,3
97,MVN-J-Boning-79-001,4,27655,27832,27833,60,60,30,3
97,MVN-J-Boning-79-001,4,27745,27922,27923,60,60,30,3
97,MVN-J-Boning-79-001,4,27835,28012,28013,60,60,30,3
97,MVN-J-Boning-79-001,4,27925,28102,28103,60,60,30,3
97,MVN-J-Boning-79-001,4,28015,28192,28193,60,60,30,3
97,MVN-J-Boning-79-001,4,28105,28282,28283,60,60,30,3
97,MVN-J-Boning-79-001,4,28195,28372,28373,60,60,30,3
97,MVN-J-Boning-79-001,4,28285,28462,28463,60,60,30,3
97,MVN-J-Boning-79-001,4,28375,28552,28553,60,60,30,3
97,MVN-J-Boning-79-001,4,28465,28642,28643,60,60,30,3
97,MVN-J-Boning-79-001,4,28555,28732,28733,60,60,30,3
97,MVN-J-Boning-79-001,4,28645,28822,28823,60,60,30,3
97,MVN-J-Boning-79-001,4,28735,28912,28913,60,60,30,3
97,MVN-J-Boning-79-001,4,28825,29002,29003,60,60,30,3
97,MVN-J-Boning-79-001,4,28915,29092,29093,60,60,30,3
97,MVN-J-Boning-79-001,4,29005,29182,29183,60,60,30,3
97,MVN-J-Boning-79-001,4,29095,29272,29273,60,60,30,3
97,MVN-J-Boning-79-001,4,29185,29362,29363,60,60,30,3
97,MVN-J-Boning-79-001,4,29275,29452,29453,60,60,30,3
97,MVN-J-Boning-79-001,4,29365,29542,29543,60,60,30,3
97,MVN-J-Boning-79-001,4,29455,29632,29633,60,60,30,3
97,MVN-J-Boning-79-001,4,29545,29722,29723,60,60,30,3
97,MVN-J-Boning-79-001,4,29635,29812,29813,60,60,30,3
97,MVN-J-Boning-79-001,4,29725,29902,29903,60,60,30,3
97,MVN-J-Boning-79-001,4,29815,29992,29993,60,60,30,3
97,MVN-J-Boning-79-001,4,29905,30082,30083,60,60,30,3
97,MVN-J-Boning-79-001,4,29995,30172,30173,60,60,30,3
97,MVN-J-Boning-79-001,4,30175,30229,30230,19,60,30,3
98,MVN-J-Boning-79-001,3,30232,30282,30283,26,60,30,2
99,MVN-J-Boning-79-001,4,30283,30460,30461,60,60,30,3
99,MVN-J-Boning-79-001,4,30373,30550,30551,60,60,30,3
99,MVN-J-Boning-79-001,4,30463,30640,30641,60,60,30,3
99,MVN-J-Boning-79-001,4,30553,30730,30731,60,60,30,3
99,MVN-J-Boning-79-001,4,30643,30820,30821,60,60,30,3
99,MVN-J-Boning-79-001,4,30733,30910,30911,60,60,30,3
99,MVN-J-Boning-79-001,4,30823,31000,31001,60,60,30,3
99,MVN-J-Boning-79-001,4,30913,31090,31091,60,60,30,3
99,MVN-J-Boning-79-001,4,31003,31180,31181,60,60,30,3
99,MVN-J-Boning-79-001,4,31093,31270,31271,60,60,30,3
99,MVN-J-Boning-79-001,4,31183,31360,31361,60,60,30,3
99,MVN-J-Boning-79-001,4,31363,31441,31442,27,60,30,3
100,MVN-J-Boning-79-001,0,31444,31482,31483,20,60,30,2
101,MVN-J-Boning-79-001,3,31484,31540,31541,29,60,30,2
102,MVN-J-Boning-79-001,4,31541,31583,31584,15,60,30,3
103,MVN-J-Boning-79-001,8,31585,31703,31704,60,60,20,2
103,MVN-J-Boning-79-001,8,31625,31743,31744,60,60,20,2
103,MVN-J-Boning-79-001,8,31665,31783,31784,60,60,20,2
103,MVN-J-Boning-79-001,8,31785,31791,31792,4,60,20,2
104,MVN-J-Boning-79-001,2,31793,31911,31912,60,60,30,2
104,MVN-J-Boning-79-001,2,31853,31971,31972,60,60,30,2
104,MVN-J-Boning-79-001,2,31913,32031,32032,60,60,30,2
104,MVN-J-Boning-79-001,2,31973,32091,32092,60,60,30,2
104,MVN-J-Boning-79-001,2,32033,32151,32152,60,60,30,2
104,MVN-J-Boning-79-001,2,32093,32211,32212,60,60,30,2
104,MVN-J-Boning-79-001,2,32153,32271,32272,60,60,30,2
104,MVN-J-Boning-79-001,2,32213,32331,32332,60,60,30,2
104,MVN-J-Boning-79-001,2,32273,32391,32392,60,60,30,2
104,MVN-J-Boning-79-001,2,32333,32451,32452,60,60,30,2
104,MVN-J-Boning-79-001,2,32393,32511,32512,60,60,30,2
104,MVN-J-Boning-79-001,2,32453,32571,32572,60,60,30,2
104,MVN-J-Boning-79-001,2,32513,32631,32632,60,60,30,2
104,MVN-J-Boning-79-001,2,32573,32691,32692,60,60,30,2
104,MVN-J-Boning-79-001,2,32633,32751,32752,60,60,30,2
104,MVN-J-Boning-79-001,2,32693,32811,32812,60,60,30,2
104,MVN-J-Boning-79-001,2,32753,32871,32872,60,60,30,2
104,MVN-J-Boning-79-001,2,32813,32931,32932,60,60,30,2
104,MVN-J-Boning-79-001,2,32873,32991,32992,60,60,30,2
104,MVN-J-Boning-79-001,2,32933,33051,33052,60,60,30,2
104,MVN-J-Boning-79-001,2,32993,33111,33112,60,60,30,2
104,MVN-J-Boning-79-001,2,33053,33171,33172,60,60,30,2
104,MVN-J-Boning-79-001,2,33113,33231,33232,60,60,30,2
104,MVN-J-Boning-79-001,2,33173,33291,33292,60,60,30,2
104,MVN-J-Boning-79-001,2,33293,33297,33298,3,60,30,2
105,MVN-J-Boning-79-001,0,33299,33417,33418,60,60,30,2
105,MVN-J-Boning-79-001,0,33359,33477,33478,60,60,30,2
105,MVN-J-Boning-79-001,0,33419,33537,33538,60,60,30,2
105,MVN-J-Boning-79-001,0,33479,33597,33598,60,60,30,2
105,MVN-J-Boning-79-001,0,33539,33657,33658,60,60,30,2
105,MVN-J-Boning-79-001,0,33599,33717,33718,60,60,30,2
105,MVN-J-Boning-79-001,0,33659,33777,33778,60,60,30,2
105,MVN-J-Boning-79-001,0,33719,33837,33838,60,60,30,2
105,MVN-J-Boning-79-001,0,33779,33897,33898,60,60,30,2
105,MVN-J-Boning-79-001,0,33839,33957,33958,60,60,30,2
105,MVN-J-Boning-79-001,0,33899,34017,34018,60,60,30,2
105,MVN-J-Boning-79-001,0,34019,34053,34054,18,60,30,2
106,MVN-J-Boning-79-001,3,34055,34173,34174,60,60,30,2
106,MVN-J-Boning-79-001,3,34175,34207,34208,17,60,30,2
107,MVN-J-Boning-79-001,4,34209,34386,34387,60,60,30,3
107,MVN-J-Boning-79-001,4,34299,34476,34477,60,60,30,3
107,MVN-J-Boning-79-001,4,34389,34566,34567,60,60,30,3
107,MVN-J-Boning-79-001,4,34479,34656,34657,60,60,30,3
107,MVN-J-Boning-79-001,4,34569,34746,34747,60,60,30,3
107,MVN-J-Boning-79-001,4,34659,34836,34837,60,60,30,3
107,MVN-J-Boning-79-001,4,34749,34926,34927,60,60,30,3
107,MVN-J-Boning-79-001,4,34839,35016,35017,60,60,30,3
107,MVN-J-Boning-79-001,4,34929,35106,35107,60,60,30,3
107,MVN-J-Boning-79-001,4,35019,35196,35197,60,60,30,3
107,MVN-J-Boning-79-001,4,35109,35286,35287,60,60,30,3
107,MVN-J-Boning-79-001,4,35199,35376,35377,60,60,30,3
107,MVN-J-Boning-79-001,4,35289,35466,35467,60,60,30,3
107,MVN-J-Boning-79-001,4,35379,35556,35557,60,60,30,3
107,MVN-J-Boning-79-001,4,35469,35646,35647,60,60,30,3
107,MVN-J-Boning-79-001,4,35559,35736,35737,60,60,30,3
107,MVN-J-Boning-79-001,4,35649,35826,35827,60,60,30,3
107,MVN-J-Boning-79-001,4,35739,35916,35917,60,60,30,3
107,MVN-J-Boning-79-001,4,35829,36006,36007,60,60,30,3
107,MVN-J-Boning-79-001,4,36009,36093,36094,29,60,30,3
108,MVN-J-Boning-79-001,8,36094,36212,36213,60,60,20,2
108,MVN-J-Boning-79-001,8,36134,36252,36253,60,60,20,2
108,MVN-J-Boning-79-001,8,36174,36292,36293,60,60,20,2
108,MVN-J-Boning-79-001,8,36294,36310,36311,9,60,20,2
109,MVN-J-Boning-79-001,0,36312,36430,36431,60,60,30,2
109,MVN-J-Boning-79-001,0,36372,36490,36491,60,60,30,2
109,MVN-J-Boning-79-001,0,36432,36550,36551,60,60,30,2
109,MVN-J-Boning-79-001,0,36492,36610,36611,60,60,30,2
109,MVN-J-Boning-79-001,0,36552,36670,36671,60,60,30,2
109,MVN-J-Boning-79-001,0,36672,36694,36695,12,60,30,2
110,MVN-J-Boning-79-001,2,36696,36814,36815,60,60,30,2
110,MVN-J-Boning-79-001,2,36756,36874,36875,60,60,30,2
110,MVN-J-Boning-79-001,2,36816,36934,36935,60,60,30,2
110,MVN-J-Boning-79-001,2,36876,36994,36995,60,60,30,2
110,MVN-J-Boning-79-001,2,36936,37054,37055,60,60,30,2
110,MVN-J-Boning-79-001,2,36996,37114,37115,60,60,30,2
110,MVN-J-Boning-79-001,2,37056,37174,37175,60,60,30,2
110,MVN-J-Boning-79-001,2,37116,37234,37235,60,60,30,2
110,MVN-J-Boning-79-001,2,37176,37294,37295,60,60,30,2
110,MVN-J-Boning-79-001,2,37236,37354,37355,60,60,30,2
110,MVN-J-Boning-79-001,2,37296,37414,37415,60,60,30,2
110,MVN-J-Boning-79-001,2,37416,37444,37445,15,60,30,2
111,MVN-J-Boning-79-001,0,37446,37564,37565,60,60,30,2
111,MVN-J-Boning-79-001,0,37506,37624,37625,60,60,30,2
111,MVN-J-Boning-79-001,0,37566,37684,37685,60,60,30,2
111,MVN-J-Boning-79-001,0,37626,37744,37745,60,60,30,2
111,MVN-J-Boning-79-001,0,37686,37804,37805,60,60,30,2
111,MVN-J-Boning-79-001,0,37746,37864,37865,60,60,30,2
111,MVN-J-Boning-79-001,0,37806,37924,37925,60,60,30,2
111,MVN-J-Boning-79-001,0,37866,37984,37985,60,60,30,2
111,MVN-J-Boning-79-001,0,37926,38044,38045,60,60,30,2
111,MVN-J-Boning-79-001,0,38046,38082,38083,19,60,30,2
112,MVN-J-Boning-79-001,3,38083,38201,38202,60,60,30,2
112,MVN-J-Boning-79-001,3,38203,38251,38252,25,60,30,2
113,MVN-J-Boning-79-001,4,38252,38429,38430,60,60,30,3
113,MVN-J-Boning-79-001,4,38342,38519,38520,60,60,30,3
